Method Name,Flow ID,Flow Name,Category,Subcategory,Unit,Impact Factor
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2483,Acetic acid,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2484,Acetic acid,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",22,Acetochlor,soil,agricultural,kilogram,975.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1057,Acetone,air,,kilogram,0.0504
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1054,Acetone,air,non-urban air or from high stacks,kilogram,0.0503
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1055,Acetone,air,"low population density, long-term",kilogram,0.0503
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",23,Acetone,air,urban air close to ground,kilogram,0.0505
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1056,Acetone,air,lower stratosphere + upper troposphere,kilogram,0.0503
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2492,Acetone,water,,kilogram,1.2
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2490,Acetone,water,ocean,kilogram,0.00223
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2491,Acetone,water,surface water,kilogram,1.2
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2488,Acetone,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2489,Acetone,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1061,Acetonitrile,air,,kilogram,0.459
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1058,Acetonitrile,air,non-urban air or from high stacks,kilogram,0.458
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1059,Acetonitrile,air,"low population density, long-term",kilogram,0.458
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",24,Acetonitrile,air,urban air close to ground,kilogram,0.46
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1060,Acetonitrile,air,lower stratosphere + upper troposphere,kilogram,0.458
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2497,Acetonitrile,water,,kilogram,9.75
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2495,Acetonitrile,water,ocean,kilogram,0.0223
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2496,Acetonitrile,water,surface water,kilogram,9.75
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2493,Acetonitrile,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2494,Acetonitrile,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2501,Acetyl chloride,water,,kilogram,132.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2499,Acetyl chloride,water,ocean,kilogram,0.266
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2500,Acetyl chloride,water,surface water,kilogram,132.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",25,Acetyl chloride,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2498,Acetyl chloride,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",4065,Acibenzolar-S-methyl,soil,agricultural,kilogram,80.6
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",27,Aclonifen,soil,agricultural,kilogram,5940.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1065,Acrolein,air,,kilogram,102.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1062,Acrolein,air,non-urban air or from high stacks,kilogram,104.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1063,Acrolein,air,"low population density, long-term",kilogram,104.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",28,Acrolein,air,urban air close to ground,kilogram,99.9
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1064,Acrolein,air,lower stratosphere + upper troposphere,kilogram,104.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",4306,Acrolein,water,,kilogram,33700.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2509,"Acrylate, ion",water,,kilogram,200.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2507,"Acrylate, ion",water,ocean,kilogram,0.00011
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2508,"Acrylate, ion",water,surface water,kilogram,200.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",29,"Acrylate, ion",water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2506,"Acrylate, ion",water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1069,Acrylic acid,air,,kilogram,11.2
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1066,Acrylic acid,air,non-urban air or from high stacks,kilogram,10.1
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1067,Acrylic acid,air,"low population density, long-term",kilogram,10.1
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",30,Acrylic acid,air,urban air close to ground,kilogram,12.3
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1068,Acrylic acid,air,lower stratosphere + upper troposphere,kilogram,10.1
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3898,Acrylonitrile,air,,kilogram,3.45
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3896,Acrylonitrile,air,non-urban air or from high stacks,kilogram,3.46
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3897,Acrylonitrile,air,"low population density, long-term",kilogram,3.46
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3900,Acrylonitrile,air,urban air close to ground,kilogram,3.43
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3899,Acrylonitrile,air,lower stratosphere + upper troposphere,kilogram,3.46
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2513,Acrylonitrile,water,,kilogram,356.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2511,Acrylonitrile,water,ocean,kilogram,0.276
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2512,Acrylonitrile,water,surface water,kilogram,356.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",31,Acrylonitrile,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2510,Acrylonitrile,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3672,Alachlor,air,non-urban air or from high stacks,kilogram,685.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",34,Alachlor,soil,agricultural,kilogram,1380.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",36,Aldicarb,soil,agricultural,kilogram,619.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",37,Aldrin,soil,agricultural,kilogram,601.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",4067,Allethrin,soil,agricultural,kilogram,1870.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3655,Allyl chloride,water,,kilogram,150.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3752,Alpha-cypermethrin,soil,agricultural,kilogram,4750.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1085,Aluminium,air,,kilogram,1880000.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1082,Aluminium,air,non-urban air or from high stacks,kilogram,1890000.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1083,Aluminium,air,"low population density, long-term",kilogram,1890000.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",38,Aluminium,air,urban air close to ground,kilogram,1870000.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1084,Aluminium,air,lower stratosphere + upper troposphere,kilogram,1890000.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2523,Aluminium,water,,kilogram,4090000.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2521,Aluminium,water,ocean,kilogram,1.43e-14
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2257,Aluminium,soil,,kilogram,2760000.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2254,Aluminium,soil,agricultural,kilogram,2760000.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2522,Aluminium,water,surface water,kilogram,4090000.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2256,Aluminium,soil,industrial,kilogram,2760000.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2519,Aluminium,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2520,Aluminium,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",41,Ametryn,soil,agricultural,kilogram,1800.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3737,Amitraz,soil,agricultural,kilogram,0.142
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",4068,Anilazine,soil,agricultural,kilogram,53.5
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1101,Aniline,air,,kilogram,2.52
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1098,Aniline,air,non-urban air or from high stacks,kilogram,1.14
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1099,Aniline,air,"low population density, long-term",kilogram,1.14
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",47,Aniline,air,urban air close to ground,kilogram,3.9
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1100,Aniline,air,lower stratosphere + upper troposphere,kilogram,1.14
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2537,Aniline,water,,kilogram,632.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2535,Aniline,water,ocean,kilogram,0.00417
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2536,Aniline,water,surface water,kilogram,632.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2533,Aniline,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2534,Aniline,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3820,Anthracene,air,,kilogram,753.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3884,Anthracene,water,,kilogram,302000.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3885,Anthracene,water,ocean,kilogram,131.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3868,Anthracene,water,surface water,kilogram,302000.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3882,Anthracene,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3883,Anthracene,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",49,Anthraquinone,soil,agricultural,kilogram,3.28
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1109,Antimony,air,,kilogram,33500.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1106,Antimony,air,non-urban air or from high stacks,kilogram,33500.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1107,Antimony,air,"low population density, long-term",kilogram,33500.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",50,Antimony,air,urban air close to ground,kilogram,33400.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1108,Antimony,air,lower stratosphere + upper troposphere,kilogram,33500.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2542,Antimony,water,,kilogram,95500.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2540,Antimony,water,ocean,kilogram,6.39e-16
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2261,Antimony,soil,,kilogram,48100.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2258,Antimony,soil,agricultural,kilogram,48100.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2541,Antimony,water,surface water,kilogram,95500.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2260,Antimony,soil,industrial,kilogram,48100.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2538,Antimony,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2539,Antimony,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1125,Arsenic,air,,kilogram,10200.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1122,Arsenic,air,non-urban air or from high stacks,kilogram,10200.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1123,Arsenic,air,"low population density, long-term",kilogram,10200.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",56,Arsenic,air,urban air close to ground,kilogram,10200.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1124,Arsenic,air,lower stratosphere + upper troposphere,kilogram,10200.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2265,Arsenic,soil,,kilogram,14700.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2262,Arsenic,soil,agricultural,kilogram,14700.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2264,Arsenic,soil,industrial,kilogram,14700.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2564,"Arsenic, ion",water,,kilogram,27700.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2562,"Arsenic, ion",water,ocean,kilogram,1.57e-16
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2563,"Arsenic, ion",water,surface water,kilogram,27700.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",57,"Arsenic, ion",water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2561,"Arsenic, ion",water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",59,Asulam,soil,agricultural,kilogram,11.5
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3705,Atrazine,air,non-urban air or from high stacks,kilogram,1500.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",60,Atrazine,soil,agricultural,kilogram,3430.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3938,Atrazine,water,surface water,kilogram,87400.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3939,Atrazine,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",4069,Azaconazol,soil,agricultural,kilogram,122.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",4070,Azadirachtin,soil,agricultural,kilogram,223.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",61,Azinphos-methyl,soil,agricultural,kilogram,7030.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",4071,Aziprotryne,soil,agricultural,kilogram,4.33
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3702,Azoxystrobin,air,non-urban air or from high stacks,kilogram,11900.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",62,Azoxystrobin,soil,agricultural,kilogram,15600.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",4322,Azoxystrobin,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1133,Barium,air,,kilogram,10900.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1130,Barium,air,non-urban air or from high stacks,kilogram,10900.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1131,Barium,air,"low population density, long-term",kilogram,10900.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",65,Barium,air,urban air close to ground,kilogram,10900.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1132,Barium,air,lower stratosphere + upper troposphere,kilogram,10900.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2573,Barium,water,,kilogram,31400.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2571,Barium,water,ocean,kilogram,9.34e-15
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2269,Barium,soil,,kilogram,15700.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2266,Barium,soil,agricultural,kilogram,15700.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2572,Barium,water,surface water,kilogram,31400.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2268,Barium,soil,industrial,kilogram,15700.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2569,Barium,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2570,Barium,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",68,Benazolin,soil,agricultural,kilogram,12.4
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3757,Benfluralin,soil,agricultural,kilogram,23.8
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",69,Benomyl,soil,agricultural,kilogram,784.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",70,Bensulfuron methyl ester,soil,agricultural,kilogram,13.1
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",4074,Bensultap,soil,agricultural,kilogram,3.25
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3664,Bentazone,air,non-urban air or from high stacks,kilogram,3.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",71,Bentazone,soil,agricultural,kilogram,15.4
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3995,Bentazone,water,surface water,kilogram,200.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3996,Bentazone,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3821,Benz(a)anthracene,air,,kilogram,7060.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",3869,Benz(a)anthracene,water,surface water,kilogram,1350000.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1145,Benzaldehyde,air,,kilogram,2.88
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1142,Benzaldehyde,air,non-urban air or from high stacks,kilogram,2.89
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1143,Benzaldehyde,air,"low population density, long-term",kilogram,2.89
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",73,Benzaldehyde,air,urban air close to ground,kilogram,2.87
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1144,Benzaldehyde,air,lower stratosphere + upper troposphere,kilogram,2.89
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",4043,Benzaldehyde,water,,kilogram,351.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1149,Benzene,air,,kilogram,0.0517
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1146,Benzene,air,non-urban air or from high stacks,kilogram,0.0515
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1147,Benzene,air,"low population density, long-term",kilogram,0.0515
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",74,Benzene,air,urban air close to ground,kilogram,0.0519
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1148,Benzene,air,lower stratosphere + upper troposphere,kilogram,0.0515
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2588,Benzene,water,,kilogram,66.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2586,Benzene,water,ocean,kilogram,0.0106
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2587,Benzene,water,surface water,kilogram,66.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2584,Benzene,water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2585,Benzene,water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2592,"Benzene, chloro-",water,,kilogram,393.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2590,"Benzene, chloro-",water,ocean,kilogram,0.0608
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2591,"Benzene, chloro-",water,surface water,kilogram,393.0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",75,"Benzene, chloro-",water,ground-,kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",2589,"Benzene, chloro-",water,"ground-, long-term",kilogram,0
"('IMPACT World+ Midpoint 2.0', 'Midpoint', 'Freshwater ecotoxicity')",1153,"Benzene, dichloro",air,,kilogram,2.24
